Domain,Base Domain,Canonical URL,Live,Redirect,Redirect To,Valid HTTPS,Defaults to HTTPS,Downgrades HTTPS,Strictly Forces HTTPS,HTTPS Bad Chain,HTTPS Bad Hostname,HTTPS Expired Cert,HSTS,HSTS Header,HSTS Max Age,HSTS Entire Domain,HSTS Preload Ready,HSTS Preload Pending,HSTS Preloaded,Domain Supports HTTPS,Domain Enforces HTTPS,Domain Uses Strong HSTS
aero.larc.nasa.gov,nasa.gov,https://aero.larc.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,True,True,True
aeroelasticity.larc.nasa.gov,nasa.gov,https://aeroelasticity.larc.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,True,True,True
aeronautics.nasa.gov,nasa.gov,http://aeronautics.nasa.gov,True,False,,False,False,False,False,True,True,False,False,,,False,False,False,False,False,False,False
aeronet-rdb.gsfc.nasa.gov,nasa.gov,http://aeronet-rdb.gsfc.nasa.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
aeronet.gsfc.nasa.gov,nasa.gov,http://aeronet.gsfc.nasa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
af.edit.usembassy.gov,usembassy.gov,https://af.edit.usembassy.gov,True,True,https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2Fo%2Foauth2%2Fv2%2Fauth%3Fresponse_type%3Dcode%26scope%3Dopenid%2Bemail%2Bprofile%26client_id%3D690193398233-unkvupemnkrsal217sjll6iko3pdk4h3.apps.googleusercontent.com%26state%3DFvA-lXT2y3GQu2o4we2uwu2iC2w%26redirect_uri%3Dhttps%3A%2F%2Fedit.usembassy.gov%2Fredirect_uri%26nonce%3D1LhXD8znEQqCTbnZPzpphWomfATAlFTklXq0w1kk5J4%26hd%3Damerica.gov%26from_login%3D1%26as%3D6b78688bb62e704e&btmpl=authsub&hd=america.gov&sacu=1&scc=1&rip=1,True,True,False,True,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,True,True,True
afadvantage-test.fas.gsa.gov,gsa.gov,http://afadvantage-test.fas.gsa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
afadvantage-test.fss.gsa.gov,gsa.gov,http://afadvantage-test.fss.gsa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
afd.defense.gov,defense.gov,http://afd.defense.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False
afdc.energy.gov,energy.gov,http://afdc.energy.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
afghanistan.cr.usgs.gov,usgs.gov,https://afghanistan.cr.usgs.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,True,True,True
afsc.noaa.gov,noaa.gov,http://www.afsc.noaa.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
agcensus.usda.gov,usda.gov,https://agcensus.usda.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False,False,True,True,False
agclass.nal.usda.gov,usda.gov,https://agclass.nal.usda.gov,True,False,,True,True,False,True,False,False,False,True,max-age=63072000; includeSubDomains,63072000,True,False,False,False,True,True,True
agency.ecpic.gov,ecpic.gov,https://agency.ecpic.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,True,True,True
agents.floodsmart.gov,floodsmart.gov,https://agents.floodsmart.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False,False,True,True,False
aggie.rtpnc.epa.gov,epa.gov,http://aggie.rtpnc.epa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
ags.cr.usgs.gov,usgs.gov,https://ags.cr.usgs.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False,False,True,True,False
ahrf.hrsa.gov,hrsa.gov,http://ahrf.hrsa.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
ahrq.usajobs.gov,usajobs.gov,https://ahrq.usajobs.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,True,True,True
ahrqpubs.ahrq.gov,ahrq.gov,https://ahrqpubs.ahrq.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,True,True,True
ai-cie.fmcsa.dot.gov,dot.gov,http://ai-cie.fmcsa.dot.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
ai.fmcsa.dot.gov,dot.gov,https://ai.fmcsa.dot.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,True,True,True
aid.ndc.nasa.gov,nasa.gov,http://aid.ndc.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
aids.nlm.nih.gov,nih.gov,https://aids.nlm.nih.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000;,31536000,False,False,False,False,True,True,True
aidsinfo.nih.gov,nih.gov,https://aidsinfo.nih.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000;includeSubDomains,31536000,True,False,False,False,True,True,True
aidv-dcas-dev.cdc.gov,cdc.gov,http://aidv-dcas-dev.cdc.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
ails.arc.nasa.gov,nasa.gov,https://ails.arc.nasa.gov,True,False,,False,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,False,True
aipv-npin-iis.cdc.gov,cdc.gov,http://aipv-npin-iis.cdc.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
airconsumer.dot.gov,dot.gov,http://airconsumer.dot.gov,True,False,,False,False,False,False,True,True,True,False,,,False,False,False,False,False,False,False
airconsumer.ost.dot.gov,dot.gov,http://airconsumer.ost.dot.gov,True,False,,False,False,False,False,True,True,True,False,,,False,False,False,False,False,False,False
airconsumertest.ost.dot.gov,dot.gov,http://airconsumertest.ost.dot.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
aircrafticing.grc.nasa.gov,nasa.gov,http://aircrafticing.grc.nasa.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
airforce.dev.usajobs.gov,usajobs.gov,http://airforce.dev.usajobs.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
airforce.test.usajobs.gov,usajobs.gov,https://airforce.test.usajobs.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,True,True,True
airforce.usajobs.gov,usajobs.gov,https://airforce.usajobs.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,True,True,True
airmoss.ornl.gov,ornl.gov,http://airmoss.ornl.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
airquality.gsfc.nasa.gov,nasa.gov,http://airquality.gsfc.nasa.gov,True,False,,False,False,False,False,False,False,False,True,max-age=31536000,31536000,False,False,False,False,False,False,True
airquality.noaa.gov,noaa.gov,http://airquality.noaa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
airs-staging.jpl.nasa.gov,nasa.gov,http://airs-staging.jpl.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
airs.jpl.nasa.gov,nasa.gov,http://airs.jpl.nasa.gov,True,False,,True,False,True,False,False,False,False,False,,,False,False,False,False,False,False,False
ak.water.usgs.gov,usgs.gov,https://ak.water.usgs.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,True,True,True
akama.arc.nasa.gov,nasa.gov,https://akama.arc.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,True,True,True
akr-internal-test.alaskafisheries.noaa.gov,noaa.gov,http://akr-internal-test.alaskafisheries.noaa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
al.edit.usembassy.gov,usembassy.gov,https://al.edit.usembassy.gov,True,True,https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2Fo%2Foauth2%2Fv2%2Fauth%3Fresponse_type%3Dcode%26scope%3Dopenid%2Bemail%2Bprofile%26client_id%3D690193398233-unkvupemnkrsal217sjll6iko3pdk4h3.apps.googleusercontent.com%26state%3DTQkbjIyyPcMIG_-4W-7MQfbVTVI%26redirect_uri%3Dhttps%3A%2F%2Fedit.usembassy.gov%2Fredirect_uri%26nonce%3DZU1k-L4_z9Ee8ZtsDfpWpyGKm20kHo1HjdoMnAgRCXw%26hd%3Damerica.gov%26from_login%3D1%26as%3D-6295841e5719cd60&btmpl=authsub&hd=america.gov&sacu=1&scc=1&rip=1,True,True,False,True,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,True,True,True
al.water.usgs.gov,usgs.gov,http://al.water.usgs.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False,False,False,False,False
alaska.jobcorps.gov,jobcorps.gov,http://alaska.jobcorps.gov,True,False,,False,False,False,False,True,False,True,False,,,False,False,False,False,True,False,False
alaska.usgs.gov,usgs.gov,https://alaska.usgs.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,True,True,True
alaska.va.gov,va.gov,http://www.alaska.va.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
alaskafisheries.noaa.gov,noaa.gov,https://alaskafisheries.noaa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,True,True,True
albanian.macedonia.usembassy.gov,usembassy.gov,https://albanian.macedonia.usembassy.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,True,True,True
albanian.tirana.usembassy.gov,usembassy.gov,https://albanian.tirana.usembassy.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,True,True,True
albany.va.gov,va.gov,http://www.albany.va.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
albuquerque.jobcorps.gov,jobcorps.gov,http://albuquerque.jobcorps.gov,True,False,,False,False,False,False,True,False,True,False,,,False,False,False,False,True,False,False
albuquerque.va.gov,va.gov,http://www.albuquerque.va.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
alerts-web.dev.nids.noaa.gov,noaa.gov,http://alerts-web.dev.nids.noaa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
alexandria.va.gov,va.gov,http://www.alexandria.va.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
algiers.usembassy.gov,usembassy.gov,https://algiers.usembassy.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,True,True,True
aloha.gsa.gov,gsa.gov,https://aloha.gsa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=15552000; includeSubDomains,15552000,True,False,False,False,True,True,False
alpha.cpars.gov,cpars.gov,http://www.alpha.cpars.gov,True,False,,True,False,False,True,False,False,False,False,,,False,False,False,False,True,False,False
alphawww.nlrb.gov,nlrb.gov,http://alphawww.nlrb.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
alt.ngs.noaa.gov,noaa.gov,http://alt.ngs.noaa.gov,True,False,,True,False,True,False,False,False,False,False,,,False,False,False,False,False,False,False
altoona.va.gov,va.gov,http://www.altoona.va.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
alumni.dev.state.gov,state.gov,http://alumni.dev.state.gov,True,True,,False,False,False,False,True,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,True,False,True
alumni.local.state.gov,state.gov,http://alumni.local.state.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
alumni.state.gov,state.gov,http://alumni.state.gov,True,False,,True,False,False,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,True,False,True
alumni.test.state.gov,state.gov,http://alumni.test.state.gov,True,True,,True,False,False,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,True,False,True
am.edit.usembassy.gov,usembassy.gov,https://am.edit.usembassy.gov,True,True,https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2Fo%2Foauth2%2Fv2%2Fauth%3Fresponse_type%3Dcode%26scope%3Dopenid%2Bemail%2Bprofile%26client_id%3D690193398233-unkvupemnkrsal217sjll6iko3pdk4h3.apps.googleusercontent.com%26state%3D2ASU1n81Xq9b6P1rtkEo3CZIgxg%26redirect_uri%3Dhttps%3A%2F%2Fedit.usembassy.gov%2Fredirect_uri%26nonce%3DPFr9Irv5sj9-CeAFUkbLD7j5lsBGw5rWBhiqC7SUxms%26hd%3Damerica.gov%26from_login%3D1%26as%3D4d8a43b070d80eb5&btmpl=authsub&hd=america.gov&sacu=1&scc=1&rip=1,True,True,False,True,False,False,False,True,max-age=31536000; preload,31536000,False,False,False,False,True,True,True
amarillo.va.gov,va.gov,http://www.amarillo.va.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
amd.osmre.gov,osmre.gov,https://amd.osmre.gov,True,False,,True,True,False,False,False,False,False,True,max-age=15552001; includeSubDomains; preload,15552001,True,True,False,False,True,True,False
amdar.noaa.gov,noaa.gov,http://amdar.noaa.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False,False,True,False,False
americanenglish.dev.state.gov,state.gov,http://americanenglish.dev.state.gov,True,True,,False,False,False,False,True,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,True,False,True
americanenglish.state.gov,state.gov,https://americanenglish.state.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,True,True,True
americanindianhealth.nlm.nih.gov,nih.gov,https://americanindianhealth.nlm.nih.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubdomains; preload,31536000,True,True,False,False,True,True,True
americanindianhealth.wip.nlm.nih.gov,nih.gov,https://americanindianhealth.wip.nlm.nih.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubdomains; preload,31536000,True,True,False,False,True,True,True
americansamoa.noaa.gov,noaa.gov,http://americansamoa.noaa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
ameslib.arc.nasa.gov,nasa.gov,http://ameslib.arc.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
amesteam.arc.nasa.gov,nasa.gov,https://amesteam.arc.nasa.gov,True,False,,False,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False,False,False,True
amis.cdfifund.gov,cdfifund.gov,https://amis.cdfifund.gov,True,False,,False,True,False,True,True,False,False,False,,,False,False,False,False,True,True,False
amli.usgs.gov,usgs.gov,https://amli.usgs.gov,True,False,,True,True,False,True,False,False,False,True,max-age=3600; includeSubDomains;,3600,True,False,False,False,True,True,False
amp.fas.gsa.gov,gsa.gov,https://amp.fas.gsa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,True,True,True
ampb.fas.gsa.gov,gsa.gov,http://ampb.fas.gsa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
ampb.larc.nasa.gov,nasa.gov,https://ampb.larc.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False,False,True,True,True
ampd.epa.gov,epa.gov,https://ampd.epa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=120; includeSubDomains“,120,True,False,False,False,True,True,False
ampdev.fas.gsa.gov,gsa.gov,http://ampdev.fas.gsa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
amplification.training.nij.gov,nij.gov,http://amplification.training.nij.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False,False,False,False,False
