Domain,Base Domain,Canonical,Live,Redirect,Redirect To,Valid HTTPS,Defaults to HTTPS,Downgrades HTTPS,Strictly Forces HTTPS,HTTPS Bad Chain,HTTPS Bad Hostname,HSTS,HSTS Header,HSTS Max Age,HSTS All Subdomains,HSTS Preload Ready,HSTS Preloaded,Broken Root,Broken WWW
africanamericanhistorymonth.gov,africanamericanhistorymonth.gov,http://africanamericanhistorymonth.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
aftac.gov,aftac.gov,http://aftac.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
afterschool.gov,afterschool.gov,http://www.afterschool.gov,True,True,http://youth.gov/,False,False,False,False,False,False,False,,,False,False,False,True,False
ag.gov,ag.gov,http://ag.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
aging.gov,aging.gov,http://www.aging.gov,True,True,http://www.hhs.gov/aging/,True,False,False,False,False,False,False,,,False,False,False,False,False
agingstats.gov,agingstats.gov,http://www.agingstats.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
ahcpr.gov,ahcpr.gov,http://www.ahcpr.gov,True,True,http://www.ahrq.gov/,False,False,False,False,False,True,False,,,False,False,False,False,False
ahrq.gov,ahrq.gov,http://www.ahrq.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
aidrefugees.gov,aidrefugees.gov,http://www.aidrefugees.gov,True,True,https://www.whitehouse.gov/campaign/aidrefugees,True,False,False,False,False,False,False,,,False,False,False,False,False
aids.gov,aids.gov,https://www.aids.gov,True,False,,True,True,False,True,False,False,False,"['max-age=31536000; includeSubDomains; preload', 'max-age=31536000; includeSubDomains; preload']",,True,True,True,False,False
airnow.gov,airnow.gov,http://airnow.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False,False
alaskacenters.gov,alaskacenters.gov,http://alaskacenters.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
alertaenlinea.gov,alertaenlinea.gov,http://www.alertaenlinea.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
altusandc.gov,altusandc.gov,http://www.altusandc.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
alzheimers.gov,alzheimers.gov,http://alzheimers.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
ama.gov,ama.gov,https://www.ama.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False,False
amberalert.gov,amberalert.gov,http://amberalert.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
america.gov,america.gov,http://www.america.gov,True,True,http://iipdigital.usembassy.gov/,False,False,False,False,True,True,False,,,False,False,False,False,False
americanjobcenter.gov,americanjobcenter.gov,http://www.americanjobcenter.gov,True,True,http://jobcenter.usa.gov/,False,False,False,False,False,False,False,,,False,False,False,False,False
americanlatinomuseum.gov,americanlatinomuseum.gov,http://americanlatinomuseum.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
americanmemory.gov,americanmemory.gov,http://www.americanmemory.gov,True,True,http://www.loc.gov/,False,False,False,False,False,True,False,,,False,False,False,False,False
americasgreatoutdoors.gov,americasgreatoutdoors.gov,http://americasgreatoutdoors.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
americasheroesatwork.gov,americasheroesatwork.gov,http://www.americasheroesatwork.gov,True,True,http://www.dol.gov/vets/ahaw/,False,False,False,False,False,True,False,,,False,False,False,False,False
americaslibrary.gov,americaslibrary.gov,http://www.americaslibrary.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
americasstory.gov,americasstory.gov,http://www.americasstory.gov,True,True,http://www.americaslibrary.gov/,False,False,False,False,False,True,False,,,False,False,False,False,False
americastory.gov,americastory.gov,http://www.americastory.gov,True,True,http://www.americaslibrary.gov/,False,False,False,False,False,True,False,,,False,False,False,False,False
americathebeautifulquarters.gov,americathebeautifulquarters.gov,http://www.americathebeautifulquarters.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,True,False
americore.gov,americore.gov,http://www.americore.gov,True,True,http://www.nationalservice.gov/programs/americorps,False,False,False,False,False,False,False,,,False,False,False,False,False
americorp.gov,americorp.gov,http://www.americorp.gov,True,True,http://www.nationalservice.gov/programs/americorps,False,False,False,False,False,False,False,,,False,False,False,False,False
americorps.gov,americorps.gov,http://www.americorps.gov,True,True,http://www.nationalservice.gov/programs/americorps,False,False,False,False,False,False,False,,,False,False,False,False,False
americorpsconnect.gov,americorpsconnect.gov,http://www.americorpsconnect.gov,True,True,,False,False,False,False,False,True,False,,,False,False,False,False,False
americorpsweek.gov,americorpsweek.gov,http://americorpsweek.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
ameslab.gov,ameslab.gov,https://www.ameslab.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,True,False
amtrakoig.gov,amtrakoig.gov,https://amtrakoig.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
anchorit.gov,anchorit.gov,http://www.anchorit.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
anl.gov,anl.gov,http://www.anl.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,True,False
annualcreditreport.gov,annualcreditreport.gov,http://www.annualcreditreport.gov,True,True,http://www.consumer.ftc.gov/articles/0155-free-credit-reports,False,False,False,False,False,False,False,,,False,False,False,False,False
anstaskforce.gov,anstaskforce.gov,http://www.anstaskforce.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False,False
aoa.gov,aoa.gov,http://aoa.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
aoc.gov,aoc.gov,http://www.aoc.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False,False
ap.gov,ap.gov,http://www.ap.gov,True,True,http://www.bis.doc.gov/index.php/other-areas/additional-protocol-ap,False,False,False,False,False,True,False,,,False,False,False,False,False
applicationmanager.gov,applicationmanager.gov,https://www.applicationmanager.gov,True,True,https://login.usajobs.gov/account/signin?returnurl=%2fissue%2fwsfed%3fwa%3dwsignin1.0%26wtrealm%3dhttps%253a%252f%252fapplicationmanager.gov%252f%26wctx%3drm%253d0%2526id%253dpassive%2526ru%253d%25252f%26wct%3d2015-11-28t04%253a42%253a13z&wa=wsignin1.0&wtrealm=https%3a%2f%2fapplicationmanager.gov%2f&wctx=rm%3d0%26id%3dpassive%26ru%3d%252f&wct=2015-11-28t04%3a42%3a13z,True,True,False,True,False,False,False,,,False,False,False,False,False
arc.gov,arc.gov,http://www.arc.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
archives.gov,archives.gov,http://archives.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
arctic.gov,arctic.gov,https://arctic.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
arcticgas.gov,arcticgas.gov,http://arcticgas.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False,False
arm.gov,arm.gov,http://arm.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
ars-grin.gov,ars-grin.gov,http://www.ars-grin.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,True,False
arsusda.gov,arsusda.gov,http://arsusda.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
arts.gov,arts.gov,https://www.arts.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
asap.gov,asap.gov,https://www.asap.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
asc.gov,asc.gov,https://www.asc.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
asianpacificheritage.gov,asianpacificheritage.gov,http://asianpacificheritage.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
askkaren.gov,askkaren.gov,http://www.askkaren.gov,True,True,http://www.fsis.usda.gov/wps/portal/informational/askkaren,False,False,False,False,False,True,False,,,False,False,False,False,False
astrongmiddleclass.gov,astrongmiddleclass.gov,http://www.astrongmiddleclass.gov,True,True,https://www.whitehouse.gov/strongmiddleclass,True,False,False,False,False,False,False,,,False,False,False,False,False
atf.gov,atf.gov,https://www.atf.gov,True,False,,True,True,False,True,False,False,True,max-age=15984000; preload,15984000,False,False,False,True,False
atvsafety.gov,atvsafety.gov,http://www.atvsafety.gov,True,True,http://www.cpsc.gov/en/safety-education/safety-education-centers/atv-safety-information-center/,False,False,False,False,False,True,False,,,False,False,False,False,False
autocommunities.gov,autocommunities.gov,http://www.autocommunities.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,True,False
aviationweather.gov,aviationweather.gov,http://aviationweather.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
ayudaconmibanco.gov,ayudaconmibanco.gov,http://ayudaconmibanco.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
bam.gov,bam.gov,http://www.bam.gov,True,True,http://www.cdc.gov/bam/,False,False,False,False,False,False,False,,,False,False,False,True,False
bankanswers.gov,bankanswers.gov,http://bankanswers.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
bankcustomer.gov,bankcustomer.gov,http://bankcustomer.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
bankcustomerassistance.gov,bankcustomerassistance.gov,http://bankcustomerassistance.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
bankhelp.gov,bankhelp.gov,http://bankhelp.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
banknet.gov,banknet.gov,https://www.banknet.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
bankruptcy.gov,bankruptcy.gov,http://www.bankruptcy.gov,True,True,http://www.uscourts.gov/services-forms/bankruptcy,False,False,False,False,False,True,False,,,False,False,False,True,False
bbg.gov,bbg.gov,http://www.bbg.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False,False
bcfp.gov,bcfp.gov,http://www.bcfp.gov,True,True,http://www.consumerfinance.gov/,False,False,False,False,False,True,False,,,False,False,False,False,False
bea.gov,bea.gov,http://bea.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
befoodsafe.gov,befoodsafe.gov,http://www.befoodsafe.gov,True,True,http://www.fsis.usda.gov/wps/portal/fsis/topics/food-safety-education/teach-others/fsis-educational-campaigns/be-food-safe,False,False,False,False,False,True,False,,,False,False,False,False,False
benefits.gov,benefits.gov,http://www.benefits.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
bep.gov,bep.gov,http://bep.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
bestbonesforever.gov,bestbonesforever.gov,http://www.bestbonesforever.gov,True,True,http://www.bestbonesforever.org/,False,False,False,False,False,True,False,,,False,False,False,False,False
betobaccofree.gov,betobaccofree.gov,http://www.betobaccofree.gov,True,True,http://betobaccofree.hhs.gov/,False,False,False,False,False,True,False,,,False,False,False,False,False
bfelob.gov,bfelob.gov,http://www.bfelob.gov,True,True,https://bfelob.max.gov/,True,False,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
bfem.gov,bfem.gov,http://bfem.gov,True,False,,True,False,False,True,False,False,False,,,False,False,False,False,False
bia.gov,bia.gov,http://bia.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
bioeco.gov,bioeco.gov,http://www.bioeco.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,True,False
bioethics.gov,bioethics.gov,http://bioethics.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
biomassboard.gov,biomassboard.gov,http://biomassboard.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
biometriccoe.gov,biometriccoe.gov,http://www.biometriccoe.gov,True,True,https://www.fbi.gov/about-us/cjis/fingerprints_biometrics/biometric-center-of-excellence/,False,False,False,False,False,False,False,,,False,False,False,False,False
biometrics.gov,biometrics.gov,http://biometrics.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
biopreferred.gov,biopreferred.gov,http://biopreferred.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False,False
biosecurityboard.gov,biosecurityboard.gov,http://biosecurityboard.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
bja.gov,bja.gov,https://www.bja.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
bjs.gov,bjs.gov,http://bjs.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
bldrdoc.gov,bldrdoc.gov,http://www.bldrdoc.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,True,False
blm.gov,blm.gov,http://www.blm.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False,False
blmntl.gov,blmntl.gov,http://blmntl.gov,True,True,,False,False,False,False,False,True,False,,,False,False,False,False,True
bls.gov,bls.gov,http://www.bls.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
bnl.gov,bnl.gov,http://bnl.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
boem.gov,boem.gov,http://www.boem.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
boemre.gov,boemre.gov,http://boemre.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
bondpro.gov,bondpro.gov,http://bondpro.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
bop.gov,bop.gov,http://www.bop.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,True,False
bor.gov,bor.gov,http://bor.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
bpa.gov,bpa.gov,http://www.bpa.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
brac.gov,brac.gov,http://brac.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
brainhealth.gov,brainhealth.gov,http://www.brainhealth.gov,True,True,http://www.brainhealth.acl.gov/,False,False,False,False,False,True,False,,,False,False,False,False,False
brc.gov,brc.gov,http://www.brc.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
broadband.gov,broadband.gov,http://www.broadband.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
broadbandmap.gov,broadbandmap.gov,http://broadbandmap.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
browsetopics.gov,browsetopics.gov,http://www.browsetopics.gov,True,True,http://www.fdlp.gov/news-and-events/2052-browse-topics-partnership,False,False,False,False,False,False,False,,,False,False,False,False,False
bsee.gov,bsee.gov,http://www.bsee.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
bts.gov,bts.gov,http://www.bts.gov,True,True,http://www.rita.dot.gov/bts/,False,False,False,False,False,True,False,,,False,False,False,True,False
budget.gov,budget.gov,http://www.budget.gov,True,True,https://www.whitehouse.gov/omb,True,False,False,False,False,False,False,,,False,False,False,False,False
buildingamerica.gov,buildingamerica.gov,http://www.buildingamerica.gov,True,True,http://energy.gov/eere/buildings/building-america-bringing-building-innovations-market,False,False,False,False,False,True,False,,,False,False,False,False,False
business.gov,business.gov,http://www.business.gov,True,True,https://www.sba.gov/,False,False,False,True,False,True,False,,,False,False,False,False,False
businessusa.gov,businessusa.gov,http://www.businessusa.gov,True,True,http://business.usa.gov/,True,False,False,False,False,False,False,,,False,False,False,False,False
buyaccessible.gov,buyaccessible.gov,http://www.buyaccessible.gov,True,True,https://www.section508.gov/,True,False,False,True,False,False,False,,,False,False,False,False,False
buyusa.gov,buyusa.gov,http://buyusa.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
cancer.gov,cancer.gov,http://www.cancer.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
cancernet.gov,cancernet.gov,http://www.cancernet.gov,True,True,http://www.cancer.gov/,False,False,False,False,False,False,False,,,False,False,False,False,False
cao.gov,cao.gov,https://cao.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
cap.gov,cap.gov,http://cap.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
capital.gov,capital.gov,http://capital.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
capitol.gov,capitol.gov,http://capitol.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
capitolflags.gov,capitolflags.gov,http://capitolflags.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
capitolhill.gov,capitolhill.gov,http://www.capitolhill.gov,True,True,http://www.loc.gov/,False,False,False,False,False,True,False,,,False,False,False,False,False
capnhq.gov,capnhq.gov,https://www.capnhq.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
carboncyclescience.gov,carboncyclescience.gov,http://carboncyclescience.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
casl.gov,casl.gov,http://www.casl.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,True,False
cavc.gov,cavc.gov,http://cavc.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
cbca.gov,cbca.gov,http://cbca.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
cbi-epa.gov,cbi-epa.gov,http://cbi-epa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
cbo.gov,cbo.gov,https://www.cbo.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
cbonews.gov,cbonews.gov,http://www.cbonews.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
cbp.gov,cbp.gov,http://www.cbp.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
ccac.gov,ccac.gov,http://ccac.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
ccr.gov,ccr.gov,http://www.ccr.gov,True,False,,False,False,False,True,True,True,False,,,False,False,False,False,False
cdc.gov,cdc.gov,http://www.cdc.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
cdco.gov,cdco.gov,http://www.cdco.gov,True,True,http://www.cdco.va.gov/,False,False,False,False,False,False,False,,,False,False,False,True,False
cdfifund.gov,cdfifund.gov,https://www.cdfifund.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False,False
cebaf.gov,cebaf.gov,http://www.cebaf.gov,True,True,https://www.jlab.org/,False,False,False,False,False,True,False,,,False,False,False,False,False
cecc.gov,cecc.gov,http://www.cecc.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
cendi.gov,cendi.gov,http://cendi.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
census.gov,census.gov,http://census.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
cfa.gov,cfa.gov,http://cfa.gov,True,False,,True,False,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False,False,False
cfda.gov,cfda.gov,https://www.cfda.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
cflhd.gov,cflhd.gov,http://www.cflhd.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,True,False
cfo.gov,cfo.gov,https://cfo.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
cfoc.gov,cfoc.gov,http://www.cfoc.gov,True,True,,False,False,False,False,False,True,False,,,False,False,False,True,False
cfpa.gov,cfpa.gov,http://www.cfpa.gov,True,True,http://www.consumerfinance.gov/,False,False,False,False,False,True,False,,,False,False,False,False,False
cfpb.gov,cfpb.gov,http://www.cfpb.gov,True,True,http://www.consumerfinance.gov/,False,False,False,False,False,True,False,,,False,False,False,False,False
cftc.gov,cftc.gov,http://www.cftc.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,True,False
challenge.gov,challenge.gov,https://www.challenge.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False,False
challenges.gov,challenges.gov,http://www.challenges.gov,True,True,https://www.challenge.gov/list/,False,False,False,False,False,False,False,,,False,False,False,False,False
change.gov,change.gov,http://change.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
changeofaddress.gov,changeofaddress.gov,http://changeofaddress.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
chcoc.gov,chcoc.gov,https://chcoc.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
chemsafety.gov,chemsafety.gov,http://www.chemsafety.gov,True,True,,False,False,False,False,False,False,False,,,False,False,False,True,False
childreninadversity.gov,childreninadversity.gov,http://www.childreninadversity.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
childstats.gov,childstats.gov,http://childstats.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
childwelfare.gov,childwelfare.gov,https://childwelfare.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
china-commission.gov,china-commission.gov,http://china-commission.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
chinacommission.gov,chinacommission.gov,http://chinacommission.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
choosemyplate.gov,choosemyplate.gov,http://www.choosemyplate.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
christophercolumbusfoundation.gov,christophercolumbusfoundation.gov,http://www.christophercolumbusfoundation.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
cia.gov,cia.gov,https://www.cia.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
cigie.gov,cigie.gov,http://cigie.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
cio.gov,cio.gov,https://cio.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,True,False,False
citizencorps.gov,citizencorps.gov,http://www.citizencorps.gov,True,True,http://www.ready.gov/citizen-corps,True,False,False,False,False,False,False,,,False,False,False,False,False
citizencosponsors.gov,citizencosponsors.gov,http://citizencosponsors.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
citizens.gov,citizens.gov,http://citizens.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
civilianresponsecorps.gov,civilianresponsecorps.gov,http://civilianresponsecorps.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
civilrightsusa.gov,civilrightsusa.gov,http://civilrightsusa.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False,False
climate.gov,climate.gov,https://www.climate.gov,True,False,,True,True,False,True,False,False,True,max-age=15768000,15768000,False,False,False,False,False
climatechange.gov,climatechange.gov,http://climatechange.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
clinicaltrial.gov,clinicaltrial.gov,http://www.clinicaltrial.gov,True,False,,False,False,False,True,False,True,False,max-age=604800,604800,False,False,False,False,False
clinicaltrials.gov,clinicaltrials.gov,https://clinicaltrials.gov,True,False,,True,True,False,True,False,False,True,max-age=604800,604800,False,False,False,False,False
clintonlibrary.gov,clintonlibrary.gov,http://clintonlibrary.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
cloud.gov,cloud.gov,https://cloud.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
clubdrugs.gov,clubdrugs.gov,http://www.clubdrugs.gov,True,True,http://www.drugabuse.gov/drugs-abuse/club-drugs,False,False,False,False,False,True,False,,,False,False,False,False,False
cms.gov,cms.gov,https://www.cms.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000,31536000,False,False,False,False,False
cmts.gov,cmts.gov,http://www.cmts.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,True,False
cncs.gov,cncs.gov,http://www.cncs.gov,True,True,http://www.nationalservice.gov/,False,False,False,False,False,False,False,,,False,False,False,False,False
cncsoig.gov,cncsoig.gov,http://www.cncsoig.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
cns.gov,cns.gov,http://www.cns.gov,True,True,http://www.nationalservice.gov/,False,False,False,False,False,False,False,,,False,False,False,False,False
cnss.gov,cnss.gov,https://www.cnss.gov,True,False,,False,True,False,True,True,False,False,,,False,False,False,True,False
coast2050.gov,coast2050.gov,http://coast2050.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
coastalamerica.gov,coastalamerica.gov,http://coastalamerica.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
college.gov,college.gov,http://www.college.gov,True,True,https://studentaid.ed.gov/sa/redirects/college-gov,False,False,False,False,False,False,False,,,False,False,False,False,False
collegedrinkingprevention.gov,collegedrinkingprevention.gov,http://collegedrinkingprevention.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
