Domain,Base Domain,Canonical,Live,Redirect,Redirect To,Valid HTTPS,Defaults to HTTPS,Downgrades HTTPS,Strictly Forces HTTPS,HTTPS Bad Chain,HTTPS Bad Hostname,HSTS,HSTS Header,HSTS Max Age,HSTS All Subdomains,HSTS Preload Ready,HSTS Preloaded,Broken Root,Broken WWW
learnandserve.gov,learnandserve.gov,http://www.learnandserve.gov,True,True,http://www.nationalservice.gov/,False,False,False,False,False,False,False,,,False,False,False,False,False
mlkday.gov,mlkday.gov,http://www.mlkday.gov,True,True,http://www.nationalservice.gov/mlkday,False,False,False,False,False,False,False,,,False,False,False,False,False
nationalservice.gov,nationalservice.gov,http://www.nationalservice.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
americorp.gov,americorp.gov,http://www.americorp.gov,True,True,http://www.nationalservice.gov/programs/americorps,False,False,False,False,False,False,False,,,False,False,False,False,False
nationalserviceresources.gov,nationalserviceresources.gov,https://www.nationalserviceresources.gov,True,True,http://www.nationalservice.gov/resources,True,True,False,True,False,False,False,,,False,False,False,False,False
presidentialserviceawards.gov,presidentialserviceawards.gov,http://www.presidentialserviceawards.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False,False
cfpa.gov,cfpa.gov,http://www.cfpa.gov,True,True,http://www.consumerfinance.gov/,False,False,False,False,False,True,False,,,False,False,False,False,False
serve.gov,serve.gov,http://www.serve.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
service.gov,service.gov,http://www.service.gov,True,True,http://www.serve.gov/,False,False,False,False,False,False,False,,,False,False,False,False,False
servicelearning.gov,servicelearning.gov,http://www.servicelearning.gov,True,True,,False,False,False,False,False,True,False,,,False,False,False,False,False
saferproducts.gov,saferproducts.gov,http://www.saferproducts.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False,False
vista.gov,vista.gov,http://www.vista.gov,True,True,http://www.nationalservice.gov/programs/americorps,False,False,False,False,False,False,False,,,False,False,False,False,False
vistacampus.gov,vistacampus.gov,http://www.vistacampus.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
volunteeringinamerica.gov,volunteeringinamerica.gov,http://www.volunteeringinamerica.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
seniorcorps.gov,seniorcorps.gov,http://www.seniorcorps.gov,True,True,http://www.nationalservice.gov/programs/senior-corps,False,False,False,False,False,False,False,,,False,False,False,False,False
consumerbureau.gov,consumerbureau.gov,http://www.consumerbureau.gov,True,True,http://www.consumerfinance.gov/,False,False,False,False,False,True,False,,,False,False,False,False,False
csosa.fed.us,fed.us,http://www.csosa.fed.us,True,False,,False,False,False,False,False,False,False,,,False,False,False,True,False
csosa.gov,csosa.gov,http://www.csosa.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
dcpsa.gov,dcpsa.gov,http://dcpsa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
drywallresponse.gov,drywallresponse.gov,http://www.drywallresponse.gov,True,True,http://www.cpsc.gov/en/safety-education/safety-education-centers/drywall-information-center/,False,False,False,False,False,True,False,,,False,False,False,False,False
psa.gov,psa.gov,http://psa.gov,True,False,,False,False,False,False,True,False,False,,,False,False,False,False,False
dnfsb.gov,dnfsb.gov,http://www.dnfsb.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,True,False
dra.gov,dra.gov,http://dra.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
denali.gov,denali.gov,http://denali.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
servir.gov,servir.gov,http://servir.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
ag.gov,ag.gov,http://ag.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
ars-grin.gov,ars-grin.gov,http://www.ars-grin.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,True,False
aff.gov,aff.gov,http://www.aff.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,True,False
askkaren.gov,askkaren.gov,http://www.askkaren.gov,True,True,http://www.fsis.usda.gov/wps/portal/informational/askkaren,False,False,False,False,False,True,False,,,False,False,False,False,False
befoodsafe.gov,befoodsafe.gov,http://www.befoodsafe.gov,True,True,http://www.fsis.usda.gov/wps/portal/fsis/topics/food-safety-education/teach-others/fsis-educational-campaigns/be-food-safe,False,False,False,False,False,True,False,,,False,False,False,False,False
americorpsconnect.gov,americorpsconnect.gov,http://www.americorpsconnect.gov,True,True,,False,False,False,False,False,True,False,,,False,False,False,False,False
choosemyplate.gov,choosemyplate.gov,http://www.choosemyplate.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
arsusda.gov,arsusda.gov,http://arsusda.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
americorpsweek.gov,americorpsweek.gov,http://americorpsweek.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
getinvolved.gov,getinvolved.gov,http://www.getinvolved.gov,True,True,http://www.nationalservice.gov/programs/senior-corps,False,False,False,False,False,False,False,,,False,False,False,False,False
execsec.gov,execsec.gov,http://www.execsec.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,True,False
farmerclaims.gov,farmerclaims.gov,https://www.farmerclaims.gov,True,False,,False,True,False,True,True,False,False,,,False,False,False,False,False
femalefarmerclaims.gov,femalefarmerclaims.gov,https://www.femalefarmerclaims.gov,True,False,,False,True,False,True,True,False,False,,,False,False,False,False,False
empowhr.gov,empowhr.gov,https://empowhr.gov,True,False,,False,True,False,True,True,False,False,,,False,False,False,False,False
foodsafetyjobs.gov,foodsafetyjobs.gov,http://www.foodsafetyjobs.gov,True,True,http://www.fsis.usda.gov/wps/portal/fsis/topics/careers,False,False,False,False,False,True,False,,,False,False,False,False,False
foodsafetyworkinggroup.gov,foodsafetyworkinggroup.gov,http://www.foodsafetyworkinggroup.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
dietaryguidelines.gov,dietaryguidelines.gov,http://www.dietaryguidelines.gov,True,True,http://health.gov/dietaryguidelines/,False,False,False,False,False,False,False,,,False,False,False,True,False
ignet.gov,ignet.gov,https://www.ignet.gov,True,False,,False,True,False,True,True,False,False,,,False,False,False,False,False
fswg.gov,fswg.gov,http://fswg.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
green.gov,green.gov,http://www.green.gov,True,True,https://www.whitehouse.gov/greengov/,False,False,False,False,False,True,False,,,False,False,False,False,False
cigie.gov,cigie.gov,http://cigie.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
biopreferred.gov,biopreferred.gov,http://biopreferred.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False,False
nationalservicegear.gov,nationalservicegear.gov,http://nationalservicegear.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
iiog.gov,iiog.gov,http://iiog.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False,False
ipm.gov,ipm.gov,http://www.ipm.gov,True,True,http://www.ipmcenters.org/,False,False,False,False,False,True,False,,,False,False,False,False,False
forestsandrangelands.gov,forestsandrangelands.gov,http://forestsandrangelands.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
itap.gov,itap.gov,http://www.itap.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
juniorforestranger.gov,juniorforestranger.gov,http://juniorforestranger.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
coastalamerica.gov,coastalamerica.gov,http://coastalamerica.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
lcacommons.gov,lcacommons.gov,http://www.lcacommons.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False,False
mtbs.gov,mtbs.gov,http://mtbs.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
nafri.gov,nafri.gov,http://nafri.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False,False
hispanicfarmerclaims.gov,hispanicfarmerclaims.gov,https://www.hispanicfarmerclaims.gov,True,False,,False,True,False,True,True,False,False,,,False,False,False,False,False
nstl.gov,nstl.gov,http://nstl.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
nutrition.gov,nutrition.gov,http://www.nutrition.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
nutritionevidencelibrary.gov,nutritionevidencelibrary.gov,http://www.nutritionevidencelibrary.gov,True,True,,False,False,False,False,False,False,False,,,False,False,False,False,False
nwcg.gov,nwcg.gov,http://www.nwcg.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,True,False
fireinstitute.gov,fireinstitute.gov,http://fireinstitute.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
recreation.gov,recreation.gov,http://www.recreation.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False,False
reo.gov,reo.gov,http://reo.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
smokeybear.gov,smokeybear.gov,http://smokeybear.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
start2farm.gov,start2farm.gov,http://start2farm.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
symbols.gov,symbols.gov,https://www.symbols.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False,False
thepeoplesgarden.gov,thepeoplesgarden.gov,http://thepeoplesgarden.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
usda.gov,usda.gov,http://www.usda.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
usdapii.gov,usdapii.gov,http://www.usdapii.gov,True,True,http://www.usda.gov/wps/portal/usda/usdahome?navid=usdapii,False,False,False,False,False,True,False,,,False,False,False,False,False
vallescaldera.gov,vallescaldera.gov,http://www.vallescaldera.gov,True,True,http://www.nps.gov/vall/index.htm/index.htm,True,False,False,False,False,False,False,,,False,False,False,False,False
wildfire.gov,wildfire.gov,http://www.wildfire.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,True,False
womenfarmerclaims.gov,womenfarmerclaims.gov,https://www.womenfarmerclaims.gov,True,False,,False,True,False,True,True,False,False,,,False,False,False,False,False
woodsy.gov,woodsy.gov,http://woodsy.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
pretrialservices.gov,pretrialservices.gov,http://pretrialservices.gov,True,False,,False,False,False,False,True,False,False,,,False,False,False,False,False
ap.gov,ap.gov,http://www.ap.gov,True,True,http://www.bis.doc.gov/index.php/other-areas/additional-protocol-ap,False,False,False,False,False,True,False,,,False,False,False,False,False
aviationweather.gov,aviationweather.gov,http://aviationweather.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
bea.gov,bea.gov,http://bea.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
bldrdoc.gov,bldrdoc.gov,http://www.bldrdoc.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,True,False
fs.fed.us,fed.us,http://fs.fed.us,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
cbp.gov,cbp.gov,http://www.cbp.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
census.gov,census.gov,http://census.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
cns.gov,cns.gov,http://www.cns.gov,True,True,http://www.nationalservice.gov/,False,False,False,False,False,False,False,,,False,False,False,False,False
civilrightsusa.gov,civilrightsusa.gov,http://civilrightsusa.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False,False
climate.gov,climate.gov,https://www.climate.gov,True,False,,True,True,False,True,False,False,True,max-age=15768000,15768000,False,False,False,False,False
invasivespeciesinfo.gov,invasivespeciesinfo.gov,http://www.invasivespeciesinfo.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False,False
coop-uspto.gov,coop-uspto.gov,http://www.coop-uspto.gov,True,True,http://coop.uspto.gov/,False,False,False,False,False,False,False,,,False,False,False,False,False
digitalliteracy.gov,digitalliteracy.gov,http://www.digitalliteracy.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
latinofarmerclaims.gov,latinofarmerclaims.gov,https://www.latinofarmerclaims.gov,True,False,,False,True,False,True,True,False,False,,,False,False,False,False,False
dnsops.gov,dnsops.gov,http://www.dnsops.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,True,False
buyusa.gov,buyusa.gov,http://buyusa.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
commerce.gov,commerce.gov,https://www.commerce.gov,True,False,,True,True,False,True,False,False,True,max-age=7200,7200,False,False,False,False,False
eda.gov,eda.gov,http://eda.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
esa.gov,esa.gov,http://esa.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False,False
drought.gov,drought.gov,http://www.drought.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
export.gov,export.gov,http://export.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
climatechange.gov,climatechange.gov,http://climatechange.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
firstnet.gov,firstnet.gov,http://firstnet.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
fishwatch.gov,fishwatch.gov,http://www.fishwatch.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,True,False
getyouhome.gov,getyouhome.gov,http://www.getyouhome.gov,True,True,http://www.cbp.gov/travel/us-citizens/western-hemisphere-travel-initiative,False,False,False,False,False,False,False,,,False,False,False,False,False
isitdoneyet.gov,isitdoneyet.gov,http://www.isitdoneyet.gov,True,True,http://www.fsis.usda.gov/wps/portal/fsis/topics/food-safety-education/teach-others/fsis-educational-campaigns/is-it-done-yet,False,False,False,False,False,True,False,,,False,False,False,False,False
goes-r.gov,goes-r.gov,http://www.goes-r.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
gps.gov,gps.gov,http://www.gps.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,True,False
hurricanes.gov,hurricanes.gov,http://www.hurricanes.gov,True,True,http://www.nhc.noaa.gov/,False,False,False,False,False,False,False,,,False,False,False,False,False
itds.gov,itds.gov,http://itds.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
nel.gov,nel.gov,http://www.nel.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
mapstats.gov,mapstats.gov,http://mapstats.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
marinecadastre.gov,marinecadastre.gov,http://marinecadastre.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
e3.gov,e3.gov,http://e3.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
nehrp.gov,nehrp.gov,http://nehrp.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
nist.gov,nist.gov,http://nist.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
manufacturing.gov,manufacturing.gov,http://manufacturing.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
globalentry.gov,globalentry.gov,http://www.globalentry.gov,True,True,http://www.cbp.gov/travel/trusted-traveler-programs/global-entry,False,False,False,False,False,True,False,,,False,False,False,False,False
pregunteleakaren.gov,pregunteleakaren.gov,http://www.pregunteleakaren.gov,True,True,http://www.fsis.usda.gov/wps/portal/informational/en-espanol/preguntele-a-karen,False,False,False,False,False,True,False,,,False,False,False,False,False
ofcm.gov,ofcm.gov,http://www.ofcm.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,True,False
papahanaumokuakea.gov,papahanaumokuakea.gov,http://www.papahanaumokuakea.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
noaa.gov,noaa.gov,http://www.noaa.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
woodsyowl.gov,woodsyowl.gov,http://woodsyowl.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
ntis.gov,ntis.gov,http://www.ntis.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False,False
selectusa.gov,selectusa.gov,http://www.selectusa.gov,True,True,http://selectusa.commerce.gov/,False,False,False,False,False,True,False,,,False,False,False,False,False
spaceweather.gov,spaceweather.gov,http://www.spaceweather.gov,True,True,http://www.swpc.noaa.gov/,False,False,False,False,False,False,False,,,False,False,False,False,False
noaawatch.gov,noaawatch.gov,http://noaawatch.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
standards.gov,standards.gov,https://www.standards.gov,True,True,http://www.nist.gov/standardsgov/,True,True,False,False,False,False,False,,,False,False,False,False,False
time.gov,time.gov,http://time.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
mbda.gov,mbda.gov,http://www.mbda.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,True,False
tsunami.gov,tsunami.gov,http://www.tsunami.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
uspto.gov,uspto.gov,http://www.uspto.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
wdol.gov,wdol.gov,http://wdol.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
fcsm.gov,fcsm.gov,http://fcsm.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
adlnet.gov,adlnet.gov,http://adlnet.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
sdr.gov,sdr.gov,http://www.sdr.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,True,False
altusandc.gov,altusandc.gov,http://www.altusandc.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
brac.gov,brac.gov,http://brac.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
restorethegulf.gov,restorethegulf.gov,http://restorethegulf.gov,True,False,,True,False,False,False,False,False,False,max-age=0,0,False,False,False,False,False
cnss.gov,cnss.gov,https://www.cnss.gov,True,False,,False,True,False,True,True,False,False,,,False,False,False,True,False
cttso.gov,cttso.gov,http://cttso.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
cmts.gov,cmts.gov,http://www.cmts.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,True,False
spectrum.gov,spectrum.gov,http://www.spectrum.gov,True,True,http://www.ntia.doc.gov/other-publication/2015/federal-government-spectrum-compendium,False,False,False,False,False,False,False,,,False,False,False,False,False
eaclearinghouse.gov,eaclearinghouse.gov,http://eaclearinghouse.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
aftac.gov,aftac.gov,http://aftac.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
fvap.gov,fvap.gov,http://www.fvap.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False,False
iad.gov,iad.gov,https://www.iad.gov,True,False,,False,True,False,True,True,False,False,,,False,False,False,False,False
icbemp.gov,icbemp.gov,http://icbemp.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
itc.gov,itc.gov,http://itc.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
jccs.gov,jccs.gov,http://www.jccs.gov,True,False,,False,False,False,True,True,False,False,,,False,False,False,True,False
trade.gov,trade.gov,http://trade.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
mojavedata.gov,mojavedata.gov,https://mojavedata.gov,True,False,,False,True,False,True,True,False,False,,,False,False,False,False,False
mtmc.gov,mtmc.gov,http://mtmc.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
fedstats.gov,fedstats.gov,http://fedstats.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
ncr.gov,ncr.gov,http://ncr.gov,False,False,,False,False,False,False,False,False,False,,,False,False,False,True,True
nro.gov,nro.gov,http://nro.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
nrojr.gov,nrojr.gov,http://nrojr.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False,False
mcrmc.gov,mcrmc.gov,http://www.mcrmc.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,True,False
weather.gov,weather.gov,http://www.weather.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False,False
oea.gov,oea.gov,http://www.oea.gov,True,False,,False,False,False,False,True,False,False,max-age=631138519; includeSubDomains,631138519,False,False,False,False,False
osdbu.gov,osdbu.gov,http://osdbu.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False,False
pentagon.gov,pentagon.gov,http://www.pentagon.gov,True,True,http://www.defense.gov/,False,False,False,False,False,True,False,,,False,False,False,True,False
