Domain,Base Domain,Canonical URL,Live,Redirect,Redirect To,Valid HTTPS,Defaults to HTTPS,Downgrades HTTPS,Strictly Forces HTTPS,HTTPS Bad Chain,HTTPS Bad Hostname,HTTPS Expired Cert,HSTS,HSTS Header,HSTS Max Age,HSTS Entire Domain,HSTS Preload Ready,HSTS Preloaded
above-dev.gsfc.nasa.gov,nasa.gov,http://above-dev.gsfc.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
above.nasa.gov,nasa.gov,http://above.nasa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False
abp.cr.usgs.gov,usgs.gov,https://abp.cr.usgs.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False
abudhabi.usembassy.gov,usembassy.gov,https://abudhabi.usembassy.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; preload,31536000,False,False,False
acc.fiscal.treasury.gov,treasury.gov,http://acc.fiscal.treasury.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False
access.afsc.noaa.gov,noaa.gov,http://access.afsc.noaa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False
access.cdc.gov,cdc.gov,https://access.cdc.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False
access.co-ops.nos.noaa.gov,noaa.gov,http://access.co-ops.nos.noaa.gov,True,True,,False,False,False,False,True,False,False,False,,,False,False,False
access.er.usgs.gov,usgs.gov,https://access.er.usgs.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False
access.trade.gov,trade.gov,https://access.trade.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False
access.usgs.gov,usgs.gov,https://access.usgs.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False
accessdata.fda.gov,fda.gov,http://www.accessdata.fda.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False
accessgudid.nlm.nih.gov,nih.gov,https://accessgudid.nlm.nih.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False
account.uspto.gov,uspto.gov,https://account.uspto.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False
accountadmin.uspto.gov,uspto.gov,http://accountadmin.uspto.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
accweb.gsfc.nasa.gov,nasa.gov,https://accweb.gsfc.nasa.gov,True,False,,False,True,False,True,False,False,False,True,max-age=63072000; includeSubdomains;,63072000,True,False,False
accweb.nascom.nasa.gov,nasa.gov,https://accweb.nascom.nasa.gov,True,False,,False,True,False,True,False,False,False,True,max-age=63072000; includeSubdomains;,63072000,True,False,False
acemission.gsfc.nasa.gov,nasa.gov,https://acemission.gsfc.nasa.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False
acetool.commerce.gov,commerce.gov,http://acetool.commerce.gov,True,False,,True,False,True,False,False,False,False,False,,,False,False,False
acf.hhs.gov,hhs.gov,http://www.acf.hhs.gov,True,False,,True,False,False,False,False,False,False,False,max-age=0,0,False,False,False
acpt.nsf.gov,nsf.gov,http://acpt.nsf.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
acquia-test-bts.dot.gov,dot.gov,http://acquia-test-bts.dot.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False
acquia-test.dot.gov,dot.gov,http://acquia-test.dot.gov,True,True,,True,False,False,False,False,False,False,False,,,False,False,False
acquia-test.fmcsa.dot.gov,dot.gov,http://acquia-test.fmcsa.dot.gov,True,True,,False,False,False,False,False,True,False,False,,,False,False,False
acquia-test.fta.dot.gov,dot.gov,http://acquia-test.fta.dot.gov,True,True,,False,False,False,False,False,True,False,False,,,False,False,False
acquia-test.permits.performance.gov,performance.gov,http://acquia-test.permits.performance.gov,True,True,,False,False,False,False,False,True,False,False,,,False,False,False
acquia-test.sustainablecommunities.gov,sustainablecommunities.gov,http://acquia-test.sustainablecommunities.gov,True,True,,False,False,False,False,False,True,False,False,,,False,False,False
acquia-test.volpe.dot.gov,dot.gov,http://acquia-test.volpe.dot.gov,True,True,,False,False,False,False,False,True,False,False,,,False,False,False
acquisition-uat.gsa.gov,gsa.gov,http://acquisition-uat.gsa.gov,True,True,,False,False,False,True,True,True,False,False,,,False,False,False
acquisitionacademy.va.gov,va.gov,http://www.acquisitionacademy.va.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False
actuary.defense.gov,defense.gov,http://actuary.defense.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False
ad.hq.nasa.gov,nasa.gov,http://ad.hq.nasa.gov,True,False,,False,False,False,False,True,True,False,False,,,False,False,False
adams.nrc.gov,nrc.gov,http://adams.nrc.gov,True,True,,False,False,False,False,True,False,False,False,,,False,False,False
addiction.surgeongeneral.gov,surgeongeneral.gov,https://addiction.surgeongeneral.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False
admin-syst.myhealth.va.gov,va.gov,http://admin-syst.myhealth.va.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
admin.coastalscience.noaa.gov,noaa.gov,https://admin.coastalscience.noaa.gov,True,False,,True,True,True,True,False,False,False,True,max-age=31536000,31536000,False,False,False
admin.eca.dev.state.gov,state.gov,http://admin.eca.dev.state.gov,True,True,,False,False,False,False,True,True,False,False,,,False,False,False
admin.eca.state.gov,state.gov,https://www.admin.eca.state.gov,True,False,,True,True,False,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False
admin.eca.test.state.gov,state.gov,http://admin.eca.test.state.gov,True,True,,False,False,False,False,False,True,False,False,,,False,False,False
admin.globalchange.gov,globalchange.gov,http://admin.globalchange.gov,True,False,,False,False,True,False,True,False,True,False,,,False,False,False
admin.hmspermits.noaa.gov,noaa.gov,https://admin.hmspermits.noaa.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False
admin.myhealth.va.gov,va.gov,http://admin.myhealth.va.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
admin.science.nasa.gov,nasa.gov,http://admin.science.nasa.gov,True,True,,False,False,False,True,True,True,False,False,,,False,False,False
admiral.nist.gov,nist.gov,http://admiral.nist.gov,True,False,,False,False,False,True,False,True,False,False,,,False,False,False
adr.dev.doj.gov,doj.gov,http://adr.dev.doj.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
adr.stg.doj.gov,doj.gov,http://adr.stg.doj.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
adsorbents.nist.gov,nist.gov,http://adsorbents.nist.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False
adsorption.nist.gov,nist.gov,http://adsorption.nist.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False
adt.larc.nasa.gov,nasa.gov,https://adt.larc.nasa.gov,True,False,,False,True,False,True,False,False,False,False,,,False,False,False
advisethepresident.archives.gov,archives.gov,https://www.advisethepresident.archives.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000;,31536000,False,False,False
advocacysba.sites.usa.gov,usa.gov,https://advocacysba.sites.usa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000;,31536000,False,False,False
ae.edit.usembassy.gov,usembassy.gov,https://www.ae.edit.usembassy.gov,True,True,https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2Fo%2Foauth2%2Fv2%2Fauth%3Fscope%3Dopenid%2Bemail%2Bprofile%26response_type%3Dcode%26state%3DEV03tEqRWksxKpzroeYW4VIgIRQ%26redirect_uri%3Dhttps%3A%2F%2Fedit.usembassy.gov%2Fredirect_uri%26hd%3Damerica.gov%26nonce%3DAkBE98JqVLsoohBN0nXAz6QwYxLOUicoH6qXQqNiQ-o%26client_id%3D690193398233-unkvupemnkrsal217sjll6iko3pdk4h3.apps.googleusercontent.com%26from_login%3D1%26as%3D-752593b1f92aef31&btmpl=authsub&hd=america.gov&sacu=1&scc=1&rip=1,False,True,False,True,False,True,False,False,,,False,False,False
aero.larc.nasa.gov,nasa.gov,https://aero.larc.nasa.gov,True,False,,False,True,False,True,False,False,False,False,,,False,False,False
aeroelasticity.larc.nasa.gov,nasa.gov,https://aeroelasticity.larc.nasa.gov,True,False,,False,True,False,True,False,False,False,False,,,False,False,False
aeronautics.nasa.gov,nasa.gov,http://aeronautics.nasa.gov,True,False,,False,False,False,False,True,True,False,False,,,False,False,False
aeronet-rdb.gsfc.nasa.gov,nasa.gov,http://aeronet-rdb.gsfc.nasa.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False
aeronet.gsfc.nasa.gov,nasa.gov,http://aeronet.gsfc.nasa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False
af.edit.usembassy.gov,usembassy.gov,https://www.af.edit.usembassy.gov,True,True,https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2Fo%2Foauth2%2Fv2%2Fauth%3Fscope%3Dopenid%2Bemail%2Bprofile%26response_type%3Dcode%26state%3DpUlA4WSveQKIfjNYLtC2JK60KiQ%26redirect_uri%3Dhttps%3A%2F%2Fedit.usembassy.gov%2Fredirect_uri%26hd%3Damerica.gov%26nonce%3DLIWn1817XNUUBglINGUXkAc9YILx59HQj9UODSaey7U%26client_id%3D690193398233-unkvupemnkrsal217sjll6iko3pdk4h3.apps.googleusercontent.com%26from_login%3D1%26as%3D76b374ea05727a63&btmpl=authsub&hd=america.gov&sacu=1&scc=1&rip=1,False,True,False,True,False,True,False,False,,,False,False,False
afadvantage-test.fas.gsa.gov,gsa.gov,http://afadvantage-test.fas.gsa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
afd.defense.gov,defense.gov,http://afd.defense.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False
afghanistan.cr.usgs.gov,usgs.gov,https://afghanistan.cr.usgs.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False
afinternal.arc.nasa.gov,nasa.gov,http://afinternal.arc.nasa.gov,True,True,,False,False,False,False,False,False,False,True,max-age=31536000; includeSubdomains;,31536000,True,False,False
afsc.noaa.gov,noaa.gov,http://www.afsc.noaa.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False
afsic.nal.usda.gov,usda.gov,https://afsic.nal.usda.gov,True,False,,True,True,False,True,False,False,False,True,max-age=63072000; includeSubDomains,63072000,True,False,False
agcensus.usda.gov,usda.gov,https://agcensus.usda.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False
agclass.nal.usda.gov,usda.gov,https://agclass.nal.usda.gov,True,False,,True,True,False,True,False,False,False,True,max-age=63072000; includeSubDomains,63072000,True,False,False
agdc.usgs.gov,usgs.gov,http://agdc.usgs.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False
agdc.wr.usgs.gov,usgs.gov,http://agdc.wr.usgs.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False
agency-p.ecpic.gov,ecpic.gov,http://agency-p.ecpic.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
agencyportal.usajobs.gov,usajobs.gov,https://agencyportal.usajobs.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False
agents.floodsmart.gov,floodsmart.gov,https://www.agents.floodsmart.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False
aggie.rtpnc.epa.gov,epa.gov,http://aggie.rtpnc.epa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
ahrf.hrsa.gov,hrsa.gov,http://ahrf.hrsa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False
ahrq.usajobs.gov,usajobs.gov,https://ahrq.usajobs.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False
ahrqpubs.ahrq.gov,ahrq.gov,https://ahrqpubs.ahrq.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False
ai.fmcsa.dot.gov,dot.gov,https://www.ai.fmcsa.dot.gov,True,False,,False,True,False,True,False,True,False,False,,,True,True,False
aid.ndc.nasa.gov,nasa.gov,http://aid.ndc.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
ails.arc.nasa.gov,nasa.gov,https://ails.arc.nasa.gov,True,False,,False,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False
airconsumer.dot.gov,dot.gov,http://airconsumer.dot.gov,True,False,,False,False,False,False,True,True,True,False,,,False,False,False
airconsumer.ost.dot.gov,dot.gov,http://airconsumer.ost.dot.gov,True,False,,False,False,False,False,True,True,True,False,,,False,False,False
airconsumertest.ost.dot.gov,dot.gov,http://airconsumertest.ost.dot.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
aircrafticing.grc.nasa.gov,nasa.gov,http://aircrafticing.grc.nasa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False
airforce.usajobs.gov,usajobs.gov,https://airforce.usajobs.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False
airmoss.ornl.gov,ornl.gov,http://airmoss.ornl.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
airquality.gsfc.nasa.gov,nasa.gov,http://airquality.gsfc.nasa.gov,True,False,,False,False,False,False,False,False,False,True,max-age=31536000,31536000,False,False,False
airquality.noaa.gov,noaa.gov,http://airquality.noaa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False
airs-staging.jpl.nasa.gov,nasa.gov,https://airs-staging.jpl.nasa.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False
airs.jpl.nasa.gov,nasa.gov,http://airs.jpl.nasa.gov,True,False,,True,False,True,False,False,False,False,False,,,False,False,False
ak.water.usgs.gov,usgs.gov,http://ak.water.usgs.gov,True,False,,True,False,True,False,False,False,False,False,,,False,False,False
akama.arc.nasa.gov,nasa.gov,https://akama.arc.nasa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False
akr-internal-test.alaskafisheries.noaa.gov,noaa.gov,http://akr-internal-test.alaskafisheries.noaa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
al.edit.usembassy.gov,usembassy.gov,https://www.al.edit.usembassy.gov,True,True,https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2Fo%2Foauth2%2Fv2%2Fauth%3Fscope%3Dopenid%2Bemail%2Bprofile%26response_type%3Dcode%26state%3D8RMltYdhDK29duXeGQPQ0ddhZro%26redirect_uri%3Dhttps%3A%2F%2Fedit.usembassy.gov%2Fredirect_uri%26hd%3Damerica.gov%26nonce%3D-hqVXgA8rcOnfUebgpeyO5vweIhagYjIYBeLFjifpw4%26client_id%3D690193398233-unkvupemnkrsal217sjll6iko3pdk4h3.apps.googleusercontent.com%26from_login%3D1%26as%3D-468e0c302306d2fd&btmpl=authsub&hd=america.gov&sacu=1&scc=1&rip=1,False,True,False,True,False,True,False,False,,,False,False,False
al.water.usgs.gov,usgs.gov,http://al.water.usgs.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False
alaska.jobcorps.gov,jobcorps.gov,http://alaska.jobcorps.gov,True,False,,False,False,False,False,True,False,True,False,,,False,False,False
alaska.usgs.gov,usgs.gov,http://alaska.usgs.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False
alaska.va.gov,va.gov,http://www.alaska.va.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False
alaskafisheries.noaa.gov,noaa.gov,https://alaskafisheries.noaa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False
albanian.macedonia.usembassy.gov,usembassy.gov,https://albanian.macedonia.usembassy.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; preload,31536000,False,False,False
albanian.tirana.usembassy.gov,usembassy.gov,https://albanian.tirana.usembassy.gov,True,False,,True,True,False,True,False,False,False,True,max-age=86400,86400,False,False,False
albany.va.gov,va.gov,http://www.albany.va.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False
albuquerque.va.gov,va.gov,http://www.albuquerque.va.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False
alexandria.usconsulate.gov,usconsulate.gov,http://alexandria.usconsulate.gov,True,True,https://eg.usembassy.gov/embassy-consulates/alexandria/,True,False,False,True,False,False,False,False,,,False,False,False
alexandria.va.gov,va.gov,http://www.alexandria.va.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False
algiers.usembassy.gov,usembassy.gov,https://algiers.usembassy.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; preload,31536000,False,False,False
aloha.gsa.gov,gsa.gov,https://aloha.gsa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=15552000; includeSubDomains,15552000,True,False,False
alpha.my.usa.gov,usa.gov,https://alpha.my.usa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False
alphawww.nlrb.gov,nlrb.gov,http://alphawww.nlrb.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
alt.ngs.noaa.gov,noaa.gov,http://alt.ngs.noaa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
altoona.va.gov,va.gov,http://www.altoona.va.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False
alumni.dev.state.gov,state.gov,http://alumni.dev.state.gov,True,True,,False,False,False,False,True,False,False,False,,,False,False,False
alumni.state.gov,state.gov,http://alumni.state.gov,True,False,,True,False,False,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False
alumni.test.state.gov,state.gov,http://alumni.test.state.gov,True,True,,True,False,False,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False
am.edit.usembassy.gov,usembassy.gov,https://www.am.edit.usembassy.gov,True,True,https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2Fo%2Foauth2%2Fv2%2Fauth%3Fscope%3Dopenid%2Bemail%2Bprofile%26response_type%3Dcode%26state%3D3ZySoSw2GzA_rHJCMl-cGOJcQqI%26redirect_uri%3Dhttps%3A%2F%2Fedit.usembassy.gov%2Fredirect_uri%26hd%3Damerica.gov%26nonce%3D7cmBBaofIeE2GulVfVNlaJZ-uCk2rC7XVxIm4BQhgtc%26client_id%3D690193398233-unkvupemnkrsal217sjll6iko3pdk4h3.apps.googleusercontent.com%26from_login%3D1%26as%3D-5c3fd9011c10b050&btmpl=authsub&hd=america.gov&sacu=1&scc=1&rip=1,False,True,False,True,False,True,False,False,,,False,False,False
am.staffingstress.opm.gov,opm.gov,http://am.staffingstress.opm.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
amarillo.va.gov,va.gov,http://www.amarillo.va.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False
amd.osmre.gov,osmre.gov,http://amd.osmre.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False
amdar.noaa.gov,noaa.gov,http://amdar.noaa.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False
amdtreat.osmre.gov,osmre.gov,http://amdtreat.osmre.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False
americanenglish.state.gov,state.gov,https://americanenglish.state.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False
americanenglish.test.state.gov,state.gov,http://americanenglish.test.state.gov,True,True,,True,False,False,False,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False
americansamoa.noaa.gov,noaa.gov,http://americansamoa.noaa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False
ameslib.arc.nasa.gov,nasa.gov,http://ameslib.arc.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
ameslibrary.arc.nasa.gov,nasa.gov,http://ameslibrary.arc.nasa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
amesteam.arc.nasa.gov,nasa.gov,https://amesteam.arc.nasa.gov,True,False,,False,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False
amis.cdfifund.gov,cdfifund.gov,https://amis.cdfifund.gov,True,False,,False,True,False,True,True,False,False,False,,,False,False,False
amli.usgs.gov,usgs.gov,http://amli.usgs.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False
amp.fas.gsa.gov,gsa.gov,http://amp.fas.gsa.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False
ampb.fas.gsa.gov,gsa.gov,http://ampb.fas.gsa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
ampb.larc.nasa.gov,nasa.gov,https://ampb.larc.nasa.gov,True,False,,False,True,False,True,False,False,False,False,,,False,False,False
ampd-staging.epa.gov,epa.gov,http://ampd-staging.epa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
ampd.epa.gov,epa.gov,https://ampd.epa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=120; includeSubDomains“,120,True,False,False
ampdev.fas.gsa.gov,gsa.gov,http://ampdev.fas.gsa.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
amplification.training.nij.gov,nij.gov,http://amplification.training.nij.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
amputation.research.va.gov,va.gov,http://www.amputation.research.va.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False
analytics.usa.gov,usa.gov,https://analytics.usa.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False
angola.usembassy.gov,usembassy.gov,https://angola.usembassy.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; preload,31536000,False,False,False
annarbor.hsrd.research.va.gov,va.gov,http://www.annarbor.hsrd.research.va.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False
annarbor.research.va.gov,va.gov,http://www.annarbor.research.va.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False
annarbor.va.gov,va.gov,http://www.annarbor.va.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False
answers.ed.gov,ed.gov,http://answers.ed.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False
answers.noaa.gov,noaa.gov,http://answers.noaa.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False
answers.usmint.gov,usmint.gov,http://answers.usmint.gov,True,False,,False,False,False,False,False,True,False,False,,,False,False,False
antananarivo.usembassy.gov,usembassy.gov,https://www.antananarivo.usembassy.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; preload,31536000,False,False,False
antwrp.gsfc.nasa.gov,nasa.gov,http://antwrp.gsfc.nasa.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False
ao.edit.usembassy.gov,usembassy.gov,https://www.ao.edit.usembassy.gov,True,True,https://accounts.google.com/ServiceLogin?continue=https%3A%2F%2Faccounts.google.com%2Fo%2Foauth2%2Fv2%2Fauth%3Fscope%3Dopenid%2Bemail%2Bprofile%26response_type%3Dcode%26state%3DxUQA_-uFpBCHVg8EjiHVMx4ZbJU%26redirect_uri%3Dhttps%3A%2F%2Fedit.usembassy.gov%2Fredirect_uri%26hd%3Damerica.gov%26nonce%3DPCooEnB0Rux50LHPvcutwpZCDcjh5CUhcnJnqtXVUwU%26client_id%3D690193398233-unkvupemnkrsal217sjll6iko3pdk4h3.apps.googleusercontent.com%26from_login%3D1%26as%3D15bd0d8ba074aff5&btmpl=authsub&hd=america.gov&sacu=1&scc=1&rip=1,False,True,False,True,False,True,False,False,,,False,False,False
aoc.usajobs.gov,usajobs.gov,https://aoc.usajobs.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000; includeSubDomains,31536000,True,False,False
aom.giss.nasa.gov,nasa.gov,http://aom.giss.nasa.gov,True,False,,False,False,False,False,False,False,False,False,,,False,False,False
aoprals.state.gov,state.gov,http://aoprals.state.gov,True,False,,False,False,False,False,True,False,False,False,,,False,False,False
apd440.gsfc.nasa.gov,nasa.gov,https://apd440.gsfc.nasa.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False
apex.er.usgs.gov,usgs.gov,http://apex.er.usgs.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
aphis.usda.gov,usda.gov,https://www.aphis.usda.gov,True,False,,True,True,False,True,False,False,False,False,,,False,False,False
api-stage.nal.usda.gov,usda.gov,http://api-stage.nal.usda.gov,False,False,,False,False,False,False,False,False,False,False,,,False,False,False
api.data.gov,data.gov,http://api.data.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False
api.nal.usda.gov,usda.gov,http://api.nal.usda.gov,True,True,,True,False,False,False,False,False,False,False,,,False,False,False
api.nasa.gov,nasa.gov,http://api.nasa.gov,True,False,,True,False,False,False,False,False,False,False,,,False,False,False
api.open.fec.gov,fec.gov,https://api.open.fec.gov,True,False,,True,True,False,True,False,False,False,True,max-age=31536000,31536000,False,False,False
